video_id,title,description,channel_title,channel_id,published_at,thumbnail_url,view_count,like_count,months_since_publish,estimated_views_per_month,tracked_views_growth_per_month
RhpZkmE-lOs,"OWASP Cambridge & BCS Cybercrime SG “Adding SAST to CI/CD, Without Losing Any Friends” - Tanya Janca","TanyaJanca, also known asSheHacksPurple, Head of Education and Community at Semgrep - “Adding SAST to CI/CD, Without Losing Any Friends”

Bio: Tanya Janca, Head of Education and Community at Semgrep

Tanya Janca, also known as SheHacksPurple, is the best-selling author of ‘Alice and Bob Learn Application Security’. She is also the Head of Education and Community at Semgrep, sharing content and training that revolves around teaching everyone to create secure software. Tanya has been coding and working in IT for over twenty-five years, won countless awards, and has been everywhere from public service to tech giants, writing software, leading communities, founding companies and ‘securing all the things’. She is an award-winning public speaker & active blogger, and has delivered hundreds of talks on 6 continents. She values diversity, inclusion, and kindness, which shines through in her countless initiatives.

Advisor: Nord VPN, Aiya Corp
Faculty: IANs Research
Founder: We Hack Purple, OWASP DevSlop, #CyberMentoringMonday, WoSEC

Abstract : “Adding SAST to CI/CD, Without Losing Any Friends”

Everyone wants to put tests into the release pipeline, but no one wants to wait hours for them to finish. In this learning lab we will discuss multiple options for adding static application security testing (SAST) to your CI/CD, in ways that won’t compromise speed or results, such as learning which results can be safely ignored, writing your own rules, company-specific checks, scanning PRs instead of commits, splitting blocking scans versus deep audit scans, etc. We will also cover ways to continuously find vulnerabilities.",OWASP Cambridge,UCfL6EPBfpfaG8iSwl34TvBg,2023-10-04 00:00:00+00:00,https://i.ytimg.com/vi/RhpZkmE-lOs/maxresdefault.jpg,206,8,31.638603696098563,6.51,
BaHtngVVPv0,Breaking AI: Exploiting AI-Generated Code | DevSecOps SG,"In the span of just one hour, Sonya will build a demo app using GitHub Copilot and ChatGPT, and live hack the results, showing how the generated code can be exploited.

In this session, Sonya will:
• Present an overview of AI in software development and common AI security risks;
• Use GenAI tools to build a coffee shop demo app and exploit AI-generated vulnerabilities, including SQL injection, cross-site scripting, directory traversal and more;
• Give you some effective strategies to mitigate and fix the AI-generated vulnerabilities.

About the speaker: 
Sonya Moisset

Staff Security Advocate @ Snyk Speaker Bio. Sonya is a Staff Security Advocate at Snyk and a lifelong traveller passionate about DevSecOps, Cybersecurity, and AI.
She’s a public speaker on the world tech scene. She is also a mentor for women in tech, a top writer for FreeCodeCamp publications, and an active member of the tech community in the UK.",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,2024-05-29 00:00:00+00:00,https://i.ytimg.com/vi/BaHtngVVPv0/maxresdefault.jpg,200,4,23.81930184804928,8.4,0.0
m6Ij1SmuC80,OpenShift Commons Briefing Why DevSecOps is Critical for Kubernetes Kirsten Newcomer (RedHat),"OpenShift Commons Briefing
Why DevSecOps is Critical for Kubernetes
Kirsten Newcomer (RedHat)
Hosted by Diane Mueller (Red Hat)
2020-05-13",OpenShift,UCZKMj3YI0wP-kq4QYpaKdEA,2020-05-25 00:00:00+00:00,https://i.ytimg.com/vi/m6Ij1SmuC80/maxresdefault.jpg,190,1,71.95071868583162,2.64,
orHnqX9kmos,CISO Developed DevSecOps Supply Chain Best Practices,"This briefing is based on the findings of a cross-sector task force of CISOs, and staff led by Rockwell Automation, a leading developer of commercial software. The task force was organized in response to the software supply chain attacks, like SolarWinds and Kaseya, which have devastated entire commercial ecosystems.

The task force recommended five practices -- managing code integrity and employing non-repudiation methods, among them – that have the greatest impact on reducing risks the risks of becoming a victim or carrier of malware from software acquired or developed. Task force members also cited commercial tools they used to support these practices, such as insider threat code review and code signing solutions.

Please join members of the Task Force as they share key insights into protecting the integrity of the DevSecOps supply chain.

Speaker:

• Andres Andreu, Senior Vice President, Cybersecurity, 2U",Cyber Risk Collaborative - A CRA Resource,UCmkAstE4xRzHeQoqjcsGdSQ,2022-02-17 00:00:00+00:00,https://i.ytimg.com/vi/orHnqX9kmos/sddefault.jpg,143,3,51.15400410677618,2.8,
nDQP-kIbOqM,AppSec is Dead  Long Live DevSecOps!   Matias Madou,"-

Managed by the OWASP® Foundation
https://owasp.org/",OWASP Foundation,UCe8j61ABYDuPTdtjItD2veA,2021-11-04 00:00:00+00:00,https://i.ytimg.com/vi/nDQP-kIbOqM/maxresdefault.jpg,137,4,54.60369609856263,2.51,
7cCuftPSIU0,The State of DevSecOps: Application Security,"The need to shift security left in the application development life cycle has become a critical issue in a growing number of organizations, as traditional application security testing can’t keep pace with the speed and velocity of application development. AppSec is finally evolving from a point-in-time process in production to an early and continuous step in the DevOps toolchain, giving rise to applications that are secure from ideation to production.

In this webinar, we’ll look at the state of DevSecOps from the perspective of application security, including some of the trends and best practices organizations need to know.",Techstrong TV,UC-zcE077X98oTEDPwKkDQxQ,2021-11-04 00:00:00+00:00,https://i.ytimg.com/vi/7cCuftPSIU0/maxresdefault.jpg,135,1,54.60369609856263,2.47,
0fRYNaeGW_k,Tanzu Talk: What is DevSecOps? Part One: A Secure Software Supply Chain,"Read about the other two parts, and more details here: https://tanzu.vmware.com/content/blog/devops-vs-devsecops?utm_campaign=devrel&utm_source=cote&utm_content=VideoSeries01_SSC

I’ve been trying to figure out what exactly the Sec in DevSecOps is for a couple years no, I think I’ve got something. Three things in fact. Keep in mind that DevSecOps isn’t all of security, it’s just a small subset that focuses on the software you write and run.

Anyhow, here’s the first.

A “secure software supply chain.” That’s a fancy word for trusting and validating the code goes into your apps, the builds. This is code your write, other services you use, and nowadays external services you might rely on. Not only that, but the tools that you and your developers use to put together the apps. Source control, collaboration, and project management tools: everything is a target!

To figure out what to do here, chart out every single activity that happens from idea to coding to a person using that feature. What are you doing to secure each step? And pay close attention to the arrows in between the boxes, that’s where a lot gets hidden.

Once you’ve verified this, you’ll need to document it and make sure it obeys the policies you have in place. Most all organizations have their own security policy and also external policy, such as laws and regulations, they need to follow. You’ve got to document it!

There’s more to it, or course. To read what I think DevSecOps, check out my write-up, and look for the other two tiny videos on DevSecOps: https://tanzu.vmware.com/content/blog/devops-vs-devsecops?utm_campaign=devrel&utm_source=cote&utm_content=VideoSeries01_SSC",VMware Tanzu,UCzd8R3vkpllD4CJn_5g5sKg,2022-05-24 00:00:00+00:00,https://i.ytimg.com/vi/0fRYNaeGW_k/maxresdefault.jpg,127,1,48.0,2.65,
rtw2HKx-xXg,Episode 3: DevSecOps Coffee Break Series | Securing Your Software Supply Chain,"Learn how you can protect your software development lifecycle (SDLC) from supply chain attacks, and ensure the software you deliver to your employees and your customers is safe.

This webinar series consists of five 15-20 minute sessions. They’re fast, effective and best of all, they’re on the house! Each session covers a key security, compliance or DevSecOps use case. JFrog Xray is a software composition analysis (SCA) solution that scans your open source software (OSS) dependencies for security vulnerabilities and license compliance issues. It integrates natively with JFrog Artifactory and uses deep recursive scanning to scan repositories, build packages, releases and container images. Gain confidence in your software releases with JFrog Xray.",JFrog,UCh2hNg76zo3d1qQqTWIQxDg,2021-12-02 00:00:00+00:00,https://i.ytimg.com/vi/rtw2HKx-xXg/maxresdefault.jpg,126,2,53.68377823408624,2.35,
e9VWiK25DgI,Secure System Architecture and Design | BCS ISSG and DevSecOps SG,"There has been a recent UK government focus on Secure by Design, with the development of mandatory principles and best practice guidance on the activities for use in delivery. To enable secure-by-design practices to scale, there is also a need for architectural thinking techniques and artefacts to enable consistent architectural decisions and clear communication. For skilled and experienced security professionals, there is a need to recognize their value to the industry.
The session will:
• Discuss the foundational design, architecture and engineering concepts
• Provide an overview of architectural thinking for secure design
• Provide an overview (goals, components, challenges) the UK Government
• Show how security professionals with Secure System Architecture and Design experience can receive recognition
This event is for members of the BCS ISSG and DevSecOps interest groups who are security practitioners in the UK.",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,2024-09-27 00:00:00+00:00,https://i.ytimg.com/vi/e9VWiK25DgI/maxresdefault.jpg,125,4,19.84394250513347,6.3,0.0
XbLxDFGi0Ag,DevSecOps the OWASP Way | DevSecOps SG,"Synopsis:
In this talk, you'll discover how OWASP's free and open-source projects go beyond the well-known OWASP Top 10, offering powerful tools and resources to help organisations build robust DevSecOps practices and comprehensive application security programs. From requirements gathering and threat modelling to vulnerability scanning, security testing, code review, vulnerability management, best practices implementation, maturity assessments, and developer training, you'll gain insights into leveraging OWASP to enhance security at every stage of DevSecOps.
About the speaker, Sam Stepanyan:
Sam Stepanyan is an OWASP Global Board member and an OWASP London Chapter Leader, and an Independent Application Security Consultant and Security Architect with over 20 years of experience in the IT industry with a background in software engineering and web application development. Sam has worked for various financial services institutions in the City of London specialising in Application Security consulting, Secure Software Development Lifecycle (SDLC), developer training, source code reviews and vulnerability management. He is also a Subject Matter Expert in Web Application Firewalls (WAF) and SIEM systems. Sam holds a Master's degree in Software Engineering and a CISSP certification.",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,2025-03-13 00:00:00+00:00,https://i.ytimg.com/vi/XbLxDFGi0Ag/maxresdefault.jpg,123,4,14.35728952772074,8.57,
8wfa0WTFoFc,"SPA-358 OAG, the new OWASP Application Gateway (Patrick Steger, Gian-Luca Frei, Zühlke, 1 Sep 2021)","SYNOPSIS

Having many services exposed to the internet and letting them properly handle login and authentication is a non-trivial task for developers. Add basic security features like CSRF-prevention to this and you have a handful of work to do.

Enter OWASP Application Gateway (OAG). OAG acts as a reverse proxy for you and is able to handle OpenID Connect. It provides a central and controlled way to secure your application services.

In this talk the OWASP Application Gateway project leads will introduce you to OAG, explain its main features as well demo out-of-the-box usage and customization by integrating it in your own SpringBoot project.

SPEAKER BIOGRAPHIES

Gian-Luca Frei is the initiator and leader of the OWASP Application Gateway project. Besides his open-source contributions, he is a security engineer at Zühlke in Bern. He has in-depth experience with systems with the highest security standards, such as e-banking portals and inter-banking payment protocols. In addition to his professional engagements, Gian-Luca has done research on modern cryptographic protocols for which he has received the ISSS Excellence Award 2019.

Padi Steger loves application security and software development. After more than 20 years in the industry he appreciates every opportunity to get his hands dirty. With OWASP Application Gateway he combines coding and security in what he thinks a pleasant way. He is OWASP Switzerland Chapter Lead and co-project lead of the OWASP Application Gateway. In his professional live he works as a Principal Consultant at Zühlke Engineering in Zürich for selected clients. He is CISSP (certified information systems security professional) und CCSP (certified cloud security professional).",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,2021-09-01 00:00:00+00:00,https://i.ytimg.com/vi/8wfa0WTFoFc/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AH-DoACuAiKAgwIABABGGUgXig-MA8=&rs=AOn4CLCksKFMssub41ESfZDmj3V3JqKNNg,118,2,56.70636550308008,2.08,0.0
9FDnXxZV3tI,Container and Kubernetes: Security is not an afterthought | BCS DevSecOps specialist group,"Please join us as we look at the world of containers, Kubernetes (K8s) and the challenges of developing, deploying and managing secure applications in this environment.
The meeting will begin with an introduction to containers then explain the role of Kubernetes. Having set the scene, the focus will move onto some of the common security challenges.
Matt will explain some strategies for securing containerised applications at the various stages of a DevSecOps pipeline.
Matt will conclude by explaining some best practices for addressing run-time security concerns for containerised applications and Kubernetes environments.",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,2021-11-02 00:00:00+00:00,https://i.ytimg.com/vi/9FDnXxZV3tI/maxresdefault.jpg,108,1,54.6694045174538,1.98,0.0
IibSxFhEAhc,Tech Weeklies - Transition from DevOps to DevSecOps through Threat Modelling - Bruno Almeida,"DevOps culture is today a reality for many engineering teams. Yet, security practices are still unknown to many. Where to start? How can security be included in our day to day instead of “added” later? A Threat Modelling process is a proven and effective way that can help you transition to DevSecOps.

Presenter: Bruno Almeida",Futurice,UCYsID6sp60d9tgMCvnDu7Jg,2019-06-17 00:00:00+00:00,https://i.ytimg.com/vi/IibSxFhEAhc/maxresdefault.jpg,106,0,83.21971252566735,1.27,
JKUiQ5GssaA,What is Threat Modelling and how it supports DevSecOps processes | BCS DevSecOps specialist group,"This meeting will provide a practical introduction to the topic of Threat Modelling, explaining the key elements of this practice, some of the techniques and how its use can help support the concept of ""shift left"". Identifying potential threats and risks is an essential consideration to any development project and growing in its importance, to continue to retain the trust of the various stakeholders for a modern application.
Approaches to threat modelling techniques have existed for some time, but the need to identify and prioritise such issues quickly and effectively is even more important with the increasing use of rapid development processes and automation.
This event will provide an introduction to the topic and then demonstrate through example, how the techniques of threat modelling can be used to alongside other common development and automation technology.
Julian and Arnaud will explain how you can learn these techniques yourself by making use of a free community edition of the IriusRisk software.
There will be plenty of time for questions to allow you to understand how to make use of these important techniques.
Attendance can be in person or remotely via Zoom.",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,2022-03-30 00:00:00+00:00,https://i.ytimg.com/vi/JKUiQ5GssaA/maxresdefault.jpg,98,0,49.80698151950719,1.97,0.0
Xzwq_Ea4cvw,Scaled Agile Framework (SAFe) | BCS London West branch event,"SAFe for Lean Enterprises is a knowledge base of proven, integrated principles, practices, and competencies for Lean, Agile, and DevOps. The goal of a Lean enterprise is to become a thriving digital age business that delivers competitive systems and solutions to its customers in the shortest sustainable lead time.
The Scaled Agile Framework applies the power of Agile, along with the contemporary knowledge found in systems thinking and Lean product development to help businesses address the significant challenges of developing and delivering enterprise-class technology-based solutions with high quality and fast time-to-market. It is an online knowledge base of proven success patterns for achieving business agility.
Gaurav will be sharing his knowledge, skills and experience as SAFe specialist.",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,2021-07-07 00:00:00+00:00,https://i.ytimg.com/vi/Xzwq_Ea4cvw/maxresdefault.jpg,96,1,58.54620123203286,1.64,
rSeKtGOgwKg,DevSecOps: Pre-Empting Software Supply Chain Attacks | Accolite Digital Connect,"With a plethora of cyber-attacks on the rise, the software supply chain has become one of the most critical aspects in securing organizations from a massive breach. In the latest edition of Accolite Digital Connect, our experts Dharaninath Doppalapudi and Dhruv Gupta will speak on how to make DevSecOps a reality and stay one step ahead of all the new age attacks. 

 #AccoliteDigital #AccoliteDigitalConnect #DevSecOps #cybersecurity #LinkedInLive #techtalks #AccoliteInsights #Webinar",Bounteous x Accolite,UCRAo0YZwP0vLajC2HRH1p7g,2022-01-14 00:00:00+00:00,https://i.ytimg.com/vi/rSeKtGOgwKg/maxresdefault.jpg,94,3,52.271047227926076,1.8,
Mnp9fhrfg1s,Strategies for Threat Modelling - DevSecOps,"This will include:
• The role of threat modelling in the software development lifecycle and how it supports other DevSecOps processes
• Some common approaches to threat modelling
• Tools and techniques that can help with threat modelling
• How to encourage and support the use of a ""threat modelling mindset""",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,2023-04-25 00:00:00+00:00,https://i.ytimg.com/vi/Mnp9fhrfg1s/maxresdefault.jpg,93,1,36.96098562628337,2.52,0.0
wFxHcsPhC5E,Moving to the cloud securely with DevSecOps,"Moving to the Cloud Securely with DevSecOps
Cloud technologies can bring great advantages from commercial savings to resilience, but these benefits can come at a cost if we aren't careful. With products, services, and projects being pushed to the Cloud efforts must be made to use Cloud carefully and in the correct way. From lifting-and-shifting to using Cloud-native resources, we'll talk about:
• DevSecOps - how it is, and how it should be
• Go, Move, Shift - Dealing with project pressures
• Can we move at speed and stay secure?
• Once I'm there, how can I stay safe?",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,2023-02-02 00:00:00+00:00,https://i.ytimg.com/vi/wFxHcsPhC5E/maxresdefault.jpg,77,0,39.65503080082136,1.94,0.0
7ubWajfdr8w,"Building Trusted Software Supply Chains a DevSecOps Journey - Henri van den Bulk, VMware","Building Trusted Software Supply Chains a DevSecOps Journey - Henri van den Bulk, VMware

Physical supply chains have been able to achieve a level of trust, thing how your medication gets to the pharmacists. So why is it in the software industry we still have challenges in building trust? In this session, we will explore what makes up a software supply chain, and concerns that need to be addressed to deliver highly valuable, trusted software. We'll take you through a DevSecOps journey. 

For more info about LF Energy, which provides a neutral, collaborative community to build the shared digital investments that will transform the world’s relationship to energy, see: https://www.lfenergy.org/",LF Energy,UCW2V5Sj6cme8na9BkTqfoJA,2021-04-21 00:00:00+00:00,https://i.ytimg.com/vi/7ubWajfdr8w/maxresdefault.jpg,73,2,61.07597535934291,1.2,
c6lNde6zeMY,Defending Software Supply Chain Attacks with Kubernetes and DevSecOps,"According to many security analysts, in 2022, the number of software supply chain attacks is expected to quadruple versus this year’s total. Recent high-profile breaches like SolarWinds, Codecov, Kaseya and Microsoft Exchange Server highlight both the reach and the gravity of these attacks.

Meanwhile, the use of Kubernetes as an orchestrator grew 50% from last year, yet nearly half of organizations say they have delayed moving an application into production due to security concerns.

In this webinar, we will discuss the considerations, limitations and DevSecOps best practices when building out an automation strategy for securing K8s workloads.",Techstrong TV,UC-zcE077X98oTEDPwKkDQxQ,2021-11-15 00:00:00+00:00,https://i.ytimg.com/vi/c6lNde6zeMY/maxresdefault.jpg,69,1,54.24229979466119,1.27,
