video_id,title,description,channel_title,channel_id,published_at,thumbnail_url,view_count,like_count,months_since_publish,estimated_views_per_month,tracked_views_growth_per_month
NAuSUzwsEKY,Starting the DevSecOps journey - DevSecOps SG,"Everyone talks about DevSecOps being more than tools and processes, about the need for security culture. When it's your responsibility to make it happen, what do you actually do?
I love software-centric threat modelling because it's not a nebulous ""think like an attacker"", it's actually a practical structured approach. This talk is about bringing the same energy to the elusive security culture and of course the role that threat modelling has to play.",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,2022-06-21 00:00:00+00:00,https://i.ytimg.com/vi/NAuSUzwsEKY/maxresdefault.jpg,46,0,47.08008213552361,0.98,
IeNrrXKal0w,Platform Engineering | DevSecOps SG,"Many organisations are increasingly employing some form of Platform Engineering.
• Should your organisation be doing this and if so, how could it help improve your application development processes?
• Platform Engineering has emerged as a hot new topic in the DevOps, DevSecOps and Cloud systems world.
• But, what is it?
• Is Platform Engineering part of DevOps?
• Is DevOps part of Platform Engineering?
• And what about IDPs?
• And, from the DevSecOps perspective, how is all of this kept secure?
Automation brings speed and power but, as the old maxim goes, power without responsibility is a danger. Andrew's presentation will give his personal view on all this and highlight the areas of opportunity and concern as well as emphasising the role of true observability in ensuring platform engineering plays well with security and accountability.
Please come along to understand this new discipline and if you already have some experience in this field, there will be an opportunity to share ideas.",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,2024-10-29 00:00:00+00:00,https://i.ytimg.com/vi/IeNrrXKal0w/maxresdefault.jpg,42,0,18.792607802874745,2.23,
2t6beAamzto,"Threat Modelling in the Cloud: Tools, Frameworks and Live Demos | Devsecops specialist group","SPEAKER
Roy Harrow                                                                                           SYNOPSIS
This event will introduce the topic of Threat Modelling and show how it forms an essential part of the ""shift-left"" philosophy and practice of DevSecOps processes in support of modern applications development. In fact if could be said that Threat Modelling is key to any successful secure development life-cycle (SDLC). The cloud threat landscape and some common challenges will be reviewed to help explain the need for a structured approach to understanding the risks early when creating new cloud applications. An introduction to the well-established STRIDE framework for threat modelling will be used with some other techniques for helping to identify and assess potential risks for cloud applications. Reference will be made to useful resources to apply these processes. As many threat modelling techniques are based on the analysis of process flow diagrams, some common freely available tools will be demonstrated with examples covering a number of cloud deployments, such as IaaS, PaaS, SaaS and serverless scenarios. Best practices will be discussed with links to important online resources from organisations such as OWASP and the Cloud Security Alliance (CSA). This event will be useful for anyone creating new cloud applications and anyone working in DevOps, DevSecOps or other Information Security role supporting cloud implementations.

SPEAKER BIOGRAPHY
Roy Harrow is the Chair of the DevSecOps BCS Group and has worked in a wide range of roles in information technology and information security. His experience includes financial services, public sector work, security consulting and security architecture. Roy is currently working for Sainsbury's in a cloud security role as part of the information security team.",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,2025-06-04 00:00:00+00:00,https://i.ytimg.com/vi/2t6beAamzto/maxresdefault.jpg,29,0,11.630390143737166,2.49,
_cqcTlWWheg,"Observability in DevSecOps, Wider Than Three Pillars | DevSecOps SG","Observability is often presented by vendors as being based on the three pillars of Logs, Metrics and Traces.

However, true Observability is about far more than that and how they are exploited. Observability is not just for production servers, it's now vital for the DevOps, DevSecOps and SDLC processes due to audit, compliance and supply chain integrity requirements.

The dark corners that true Observability illuminates are the 'Fourth Quadrant' problems - the unknown unknowns.

The goal is Actionable Intelligence, presenting the issue along with supporting context to help handle it.",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,2025-05-19 00:00:00+00:00,https://i.ytimg.com/vi/_cqcTlWWheg/maxresdefault.jpg,28,1,12.15605749486653,2.3,
pe36YwI1gYk,Secure and Repeatable Deployments through Strong Secrets Management | Devsecops specialist group,"How to provide secure access to your databases and other services for your applications and your support teams.
Speaker
Nic Jackson, Developer Advocate, HashiCorp
Agenda
6:00pm - Refreshments and networking
6:30pm - Main presentation – Nic Jackson, Developer Advocate, HashiCorp
7:30pm - Questions and answers, Chaired by Roy Harrow, BCS DevSecOps SG
8:00pm - Light refreshments for those who are able to attend in person
8:45pm - Event ends
Synopsis
You will learn the following:
How to provide dynamic short-lived database credentials for your applications with Vault.
How to enable human access to databases and servers without the need for bastion server or public endpoints using Boundary Moving fast and staying agile are two core principles of modern application development.
To achieve these, you need to be in control of the entire lifecycle of your application, including any dependent infrastructure.
Using the tools Vault and Boundary created by HashiCorp, this talk teaches you two simple zero-trust principles regarding the security of your application's datastore.
Nic will explain and demonstrate the principles of strong secrets management and show how support staff can securely access and support systems.",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,2023-09-29 00:00:00+00:00,https://i.ytimg.com/vi/pe36YwI1gYk/maxresdefault.jpg,27,0,31.802874743326488,0.85,
Ng4m_PLoBTM,Automating the software supply chain to reduce application security risks |  DevSecOps SG,"The phrase “software supply chain” is relatively new, coined around 2014 as a result of a growing awareness of the role of open-source components in the Software Development Life-Cycle (SDLC).
Sonatype was one of the first organisations to adopt the phrase, along with its natural extension, “software supply chain management.” Much in the same way as a car manufacturer needs to source, track and monitor the quality of components used in the manufacture of a motor vehicles, anyone in the software industry should understand the same. Organisations involved in software development need to understand how to enable their teams to develop at scale and speed, without compromising quality, security or governance.
DevSecOps experts from Sonatype will explain the challenges of the “software supply chain” and demonstrate how modern developer-friendly technology such as their open-source and licenced products can help reduce security risks and improve productivity.
By attending this event you will be able to see how DevSecOps tools and processes can support developers and so eliminate the friction and risks associated with performing manual checks. This talk is relevant to application developers, security professional and anyone learning, implementing or supporting DevOps/DevSecOps automation technologies.
Sonatype’s software supply chain management platform helps more than 2,000 organizations and 15 million software developers simultaneously accelerate innovation and improve application security. Sonatype’s machine learning engine (Nexus Intelligence) has analysed more than 100 million open source components which can be used to help developers make better decisions.
Sonatype have a range of open-source and free tools available that are ideal for learning as well as providing some useful foundational capabilities to development teams.",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,2022-11-25 00:00:00+00:00,https://i.ytimg.com/vi/Ng4m_PLoBTM/maxresdefault.jpg,27,0,41.921971252566735,0.64,
DoXeJY3ofZs,Software supply chain integrity | BCS DevSecOps specialist group,"Please join us for a review of some of the challenges of managing software supply chains and how DevSecOps processes and technology play a crucial role in helping to address the requirements.
The SolarWinds hack clearly demonstrated the damaging impact supply chain compromise can generate and served dramatically to raise the profile and importance of supply chain integrity.
In this presentation Andrew will examine the threat points in the software creation pipeline processes, from code commit through to application deployment, highlighting the valuable contributions of Open Source initiatives and tools.",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,2021-12-23 00:00:00+00:00,https://i.ytimg.com/vi/DoXeJY3ofZs/maxresdefault.jpg,26,0,52.993839835728956,0.49,
BeXoMObbC_c,The DevSecOps Journey: your fast track pass | DevSecOps SG,"SYNOPSIS
An interactive session bringing the entire DevSecOps journey together. The session will define the values of all Security tasks within the DevSecOps process and importantly highlight their value when combined effectively. The end goal of this session is to enable your teams to use the tools and processes you have with the most efficiency and impact.
Target audience: Anyone involved in an IT project who would like to understand how to ensure security controls are considered from the start to the end of the journey. The meeting will start with a short AGM for the BCS DevSecOps group.
Please contact Roy Harrow (via chairdevsecops@bcs.org) if you would like get involved.
For information on the BCS DevSecOps group and slides and recordings of previous events, please see our web page at: https://www.bcs.org/membership-and-registrations/member-communities/devsecops-specialist-group/
 SPEAKER BIOGRAPHY
Katie started her journey at IBM 7 years ago in the Cloud Security team where she designed secure cloud architectures for a range of clients.
She later took a focus on Application Security and works with her colleagues to ensure clients are empowered to secure applications in line with their requirements. Katie has been fortunate enough to speak at many events and leads the London Chapter of the Threat Modelling Connect Community.",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,2025-12-03 00:00:00+00:00,https://i.ytimg.com/vi/BeXoMObbC_c/maxresdefault.jpg,21,0,5.650924024640657,3.72,
5O4FBmWO1t4,AGM + Establishing sustainable DevSecOps practices | DevSecOps,"DevSecOps is a key strategy in providing secure solution to your clients. Easily achieved in industries where there are a couple of big solutions. What if you have 8,000 different products sold internally and externally, covering everything from national infrastructure to mobile networks, SIEM offerings, and various integration services, a TV service! How can you meaningfully and sustainably achieve the ultimate shift left? Traditional DevSecOps, fixed around a single toolset, reporting on existing vulnerabilities only after coding is done isn't helping larger, more complex organisations. If such organisations can instead look at protecting against weaknesses from day one in our development life-cycles, we get real benefits from day one. Shift that focus to one that can flexibly incorporate different scanners according to the subject matter in hand, and we have something that can be widely adopted. Sam will present a case study on how her team has tackled this challenging problem.                                                                                                                                                                                      Sam Watkins did a BCS accredited Computer Science and Mathematics in Hull before joining BT in 1997 as a graduate. They have focused their career on helping organisations achieve more through the use of technology. Acting as Responsible Owner for Establishing Sustainable DevSecOps practices, Sam has been using automated delivery practices since 2004, making the move to DevOps and DevSecOps in 2014.",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,2024-12-18 00:00:00+00:00,https://i.ytimg.com/vi/5O4FBmWO1t4/maxresdefault.jpg,18,0,17.149897330595483,1.05,
y5iCJjC0ghE,Modernising Greenpeace Technical Operations Delivery with Automation | DevSecOps SG,"Digital transformation, and digital agility in any organisation is a requirement. These capabilities rely on many interconnecting people, processes and systems.

In this talk Joe will explain how and why Greenpeace International Global IT department, has adopted Site Reliability Engineering (SRE) and DevSecOps practices to enable digital success.

This talk with explain why Greenpeace International's old operations department needed to change to support the organisation's growing digital transformation ambitions.

This will cover the following topics:
* How it started
* The Operations Team
* Physical data Centres
* IT on Ships
* Click Ops
* SRE Team
* Cloud and SAAS
* Code First
* Continues Integration (CI)
* Continues Delivery (CD)
* Automation that allows patching of infrastructure every 6 hours",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,2025-07-30 00:00:00+00:00,https://i.ytimg.com/vi/y5iCJjC0ghE/maxresdefault.jpg,16,0,9.790554414784394,1.63,
